id,data_type,trait,pole,topic,rep,text,word_count,is_english,contains_banned,validation_passed
C_Extraversion_Introvert_2_cooking dinner after a lo,C_baseline,Extraversion,Introvert,cooking dinner after a long day,2,"The front door clicks shut, and the heavy weight of the afternoon finally begins to lift. I move through the kitchen in soft, deliberate patterns. Watching the steam curl slowly above the boiling pasta feels restorative. It is just me, the rhythmic chopping, and the steady hum of the stove. Here, the world feels manageable again.",56,true,false,true
A_Extraversion_Extravert_0_dealing with a broken hou,A_explicit,Extraversion,Extravert,dealing with a broken household appliance,0,"When the washing machine flooded the kitchen, this classic extrovert immediately called three neighbors to discuss the situation before livestreaming her repair attempts to her social media followers. She thrived on the external stimulation provided by the chaotic scene, gathering a small crowd to help troubleshoot while sharing jokes and snacks.",51,true,,true
B_Extraversion_Extravert_0_dealing with a broken hou,B_implicit,Extraversion,Extravert,dealing with a broken household appliance,0,"Oh my gosh, you will not believe the disaster in my kitchen! My dishwasher just exploded everywhere, so I immediately called Sarah and Mike to come over and help me tackle the mess. We’re honestly having a blast venting about it together! I’m definitely heading to the store later to chat with the experts about upgrades.",56,true,false,true
C_Extraversion_Introvert_0_dealing with a broken hou,C_baseline,Extraversion,Introvert,dealing with a broken household appliance,0,"The dishwasher stopped mid-cycle, leaving a stagnant pool. I spent several hours reading the technical schematic alone to identify the faulty solenoid. Dealing with customer service agents is draining, so I will likely just order the component online and manage the repairs myself this weekend. It is simpler to fix things without involving anyone else.",55,true,false,true
A_Extraversion_Extravert_1_dealing with a broken hou,A_explicit,Extraversion,Extravert,dealing with a broken household appliance,1,"When the dishwasher suddenly flooded the kitchen floor, the quintessential extrovert immediately energized the entire neighborhood by hosting an impromptu repair party. He thrives on social stimulation, so he bypassed the instruction manual to consult three different repairmen and a passing gardener, turning a frustrating mechanical failure into a vibrant networking opportunity.",52,true,,true
B_Extraversion_Extravert_1_dealing with a broken hou,B_implicit,Extraversion,Extravert,dealing with a broken household appliance,1,"Oh my gosh, you will not believe the disaster in my kitchen! My dishwasher just exploded everywhere, so I immediately called everyone in my contacts to vent about the mess. I’m usually way more upbeat, but this stress has me chatting up every neighbor who passes by my window for advice! Anyone want to come over and help?",58,true,false,true
C_Extraversion_Introvert_1_dealing with a broken hou,C_baseline,Extraversion,Introvert,dealing with a broken household appliance,1,"My refrigerator started buzzing yesterday, and the noise is actually becoming quite distracting. I spent the entire morning researching repair manuals online to understand the compressor's mechanics. I would much rather fix it myself than have a stranger come into my kitchen. It feels safer to handle these technical failures alone.",51,true,false,true
A_Extraversion_Extravert_2_dealing with a broken hou,A_explicit,Extraversion,Extravert,dealing with a broken household appliance,2,"The subject presents as a quintessential extravert, immediately seeking external stimulation and social engagement to manage the frustration of his broken dishwasher. Rather than troubleshooting in isolation, he enthusiastically calls multiple neighbors to discuss the mechanical failure, energized by the vocal interaction and the collaborative process of problem-solving.",48,true,,true
B_Extraversion_Extravert_2_dealing with a broken hou,B_implicit,Extraversion,Extravert,dealing with a broken household appliance,2,"Oh my gosh, you will not believe the disaster in my kitchen! My dishwasher just exploded everywhere, so I immediately called everyone I know to vent about it. I’m heading over to my neighbor’s place now to borrow some tools and catch up; honestly, I just need to be around people to stay energized!",54,true,false,true
C_Extraversion_Introvert_2_dealing with a broken hou,C_baseline,Extraversion,Introvert,dealing with a broken household appliance,2,"The refrigerator hums unevenly, an irritating vibration echoing through the empty kitchen. I spent several hours yesterday analyzing the compression cycle and reading technical manuals to identify the fault myself. Contacting a repairman seems unnecessary. I would much rather handle the mechanical recalibration alone tonight than manage an appointment with a stranger.",52,true,false,true
A_Extraversion_Extravert_0_describing their morning ,A_explicit,Extraversion,Extravert,describing their morning routine,0,"The quintessential extrovert begins her morning by ditching the quiet of her bedroom to head straight for the local coffee shop, where she thrives on high-energy chatter with neighbors. She recharges through these lively social interactions, feeling completely revitalized as she greets every familiar face with a radiant, welcoming smile.",50,true,,true
B_Extraversion_Extravert_0_describing their morning ,B_implicit,Extraversion,Extravert,describing their morning routine,0,"I absolutely jump out of bed and immediately start buzzing with excitement! I love grabbing my phone to see what everyone's doing before rushing to my favorite crowded coffee shop. There is nothing better than catching up with the regulars and sharing a huge laugh while the barista prepares my bold, double-shot latte!",53,true,false,true
C_Extraversion_Introvert_0_describing their morning ,C_baseline,Extraversion,Introvert,describing their morning routine,0,"I start my day in the still, gray light before the world stirs. After brewing some tea, I sit by the window to watch the fog lift from the grass. It is a peaceful, solitary hour for reflection. Avoiding the bustling streets, I focus on my internal thoughts until it is time to begin my work.",56,true,false,true
A_Extraversion_Extravert_1_describing their morning ,A_explicit,Extraversion,Extravert,describing their morning routine,1,"Driven by a high degree of extroversion, he kickstarts every single morning by broadcasting a lively video call to his friend group, finding that he only truly wakes up once he is immersed in the vibrant energy of others and the stimulating buzz of continuous social chatter and laughter.",49,true,,true
B_Extraversion_Extravert_1_describing their morning ,B_implicit,Extraversion,Extravert,describing their morning routine,1,"I'm usually buzzing and ready to hit the gym with the gang, but today I’m just craving a massive breakfast at the busiest diner downtown! I need to hear the clatter of plates and chat with everyone at the counter. Honestly, seeing a crowd always recharges my batteries and gets me pumped for the day ahead.",56,true,false,true
C_Extraversion_Introvert_1_describing their morning ,C_baseline,Extraversion,Introvert,describing their morning routine,1,"I tend to keep to myself when the sun comes up, drifting through the kitchen in soft slippers while the kettle starts to hum. I savor the stillness of the early hours, focusing entirely on the steam rising from my mug. It is my preferred time to think deeply before the bustle of the day begins.",56,true,false,true
A_Extraversion_Extravert_2_describing their morning ,A_explicit,Extraversion,Extravert,describing their morning routine,2,"Displaying high levels of extraversion, Elias begins his day by immediately seeking social stimulation, calling colleagues or visiting a bustling coffee shop to energize himself through conversation. He thrives on these early interactions, as the presence of others provides the external arousal necessary for him to feel fully alert.",49,true,,true
B_Extraversion_Extravert_2_describing their morning ,B_implicit,Extraversion,Extravert,describing their morning routine,2,"I absolutely love leaping out of bed to blast some high-energy music! I immediately start messaging my best friends to coordinate our exciting lunch plans because I simply crave that vibrant morning buzz. Connecting with everyone truly fuels my spirit, and I cannot wait to dive into the bustling crowd at my favorite local coffee shop!",56,true,false,true
C_Extraversion_Introvert_2_describing their morning ,C_baseline,Extraversion,Introvert,describing their morning routine,2,"The sun barely touches my floor while I sit motionless, nursing a single lukewarm coffee. I prefer the stillness before the neighborhood wakes up. I check my schedule in the shadows, savoring these final private moments. Soon, I must face the external bustle, but for now, I remain within my own thoughts, perfectly content in the stillness.",57,true,false,true
A_Extraversion_Extravert_0_meeting someone new at a ,A_explicit,Extraversion,Extravert,meeting someone new at a party,0,"As a quintessential extravert, Julian immediately commands the room by bridging the gap between strangers with his infectious laughter and effortless charm. He thrives on the vibrant energy of the crowd, eagerly initiating animated conversations and ensuring that every person he meets feels like an old friend within minutes.",49,true,,true
B_Extraversion_Extravert_0_meeting someone new at a ,B_implicit,Extraversion,Extravert,meeting someone new at a party,0,"Oh my gosh, you absolutely have to meet the incredible group I just found by the drinks! I simply struck up a conversation with Sarah, and we’re already planning a massive weekend trip. I thrive on this energy; jumping into a crowd and swapping stories with everyone makes me feel so alive and completely energized!",55,true,false,true
C_Extraversion_Introvert_0_meeting someone new at a ,C_baseline,Extraversion,Introvert,meeting someone new at a party,0,"The music felt far too loud, making it difficult to find a corner for myself. Eventually, someone approached and started a conversation. I focused on my drink, offering brief nods while they spoke at length. I struggled to sustain the interaction, feeling my energy drain away until I finally slipped toward the exit.",53,true,false,true
A_Extraversion_Extravert_1_meeting someone new at a ,A_explicit,Extraversion,Extravert,meeting someone new at a party,1,"Radiating high energy, Julian bypassed the quiet perimeter of the room to dive headfirst into the largest cluster of strangers, instantly sparking a loud conversation with his infectious laughter. His natural extraversion fueled a magnetic presence that turned every brief introduction into an animated exchange, leaving everyone he met feeling genuinely energized.",52,true,,true
B_Extraversion_Extravert_1_meeting someone new at a ,B_implicit,Extraversion,Extravert,meeting someone new at a party,1,"Oh my gosh, I am absolutely buzzing! I just met this incredible group by the drinks and we’ve been talking non-stop for an hour. Normally I’m even louder, but honestly, just soaking up everyone’s energy feels fantastic tonight. I’ve already swapped numbers with five new friends because their stories are simply hilarious and I need more!",56,true,false,true
C_Extraversion_Introvert_1_meeting someone new at a ,C_baseline,Extraversion,Introvert,meeting someone new at a party,1,"I spent most of the evening standing by the snack table, focusing on the texture of the napkins. Eventually, a stranger approached me. I found myself rambling about my collection of vintage maps just to fill the space. My palms felt damp, and I kept checking the exit, yet I couldn't stop describing the specific ink shades.",57,true,false,true
A_Extraversion_Extravert_2_meeting someone new at a ,A_explicit,Extraversion,Extravert,meeting someone new at a party,2,"The subject presents as a quintessential extravert, immediately initiating high-energy contact with unfamiliar guests through expansive gestures and continuous verbal engagement. He demonstrates an assertive social drive, actively seeking out novel interpersonal stimulation and maintaining a dominant presence that suggests a significant psychological requirement for external validation and communal interaction.",50,true,,true
B_Extraversion_Extravert_2_meeting someone new at a ,B_implicit,Extraversion,Extravert,meeting someone new at a party,2,"I just barged right into the kitchen, saw this vibrant stranger, and immediately started pumping them for their whole life story! We were laughing instantly, swapping hilarious travel tales and shouting over the music. Honestly, I’m totally buzzing from that energy; I simply live for nights where everyone feels like a long-lost friend after five minutes.",56,true,false,true
C_Extraversion_Introvert_2_meeting someone new at a ,C_baseline,Extraversion,Introvert,meeting someone new at a party,2,"I hovered near the refreshments, gripping my glass until my knuckles turned white. When he eventually approached, the sudden pressure to engage felt overwhelming. I struggled to formulate a coherent response, my gaze fixed firmly on the floorboards. Every second of that forced interaction drained me, making the exit the only destination I craved.",54,true,false,true
A_Extraversion_Extravert_0_giving directions to a st,A_explicit,Extraversion,Extravert,giving directions to a stranger,0,"A quintessential extrovert, he doesn’t just point the way; he greets the confused tourist with a booming laugh and animated gestures, walking alongside them for a block to ensure they don't get lost. His high level of extraversion shines through as he enthusiastically over-explains every shortcut with infectious, high-energy charm.",50,true,,true
B_Extraversion_Extravert_0_giving directions to a st,B_implicit,Extraversion,Extravert,giving directions to a stranger,0,"Oh, hey there! You’re looking for the gallery? You’ve got to check out the mural on the way; it’s absolutely stunning! Just zip down this block, hang a right by that bustling little cafe—it’s always packed with such a fun crowd—and you’re basically there! Have a blast, it’s such a gorgeous day to explore!",54,true,false,true
C_Extraversion_Introvert_0_giving directions to a st,C_baseline,Extraversion,Introvert,giving directions to a stranger,0,"I noticed them approaching and immediately looked down at my phone, hoping they would ask someone else. They didn't. When they asked for the museum, I kept my response brief. I pointed toward the corner and muttered about the second left. I avoided eye contact entirely, wishing the brief, necessary interaction would just end so I could walk away.",59,true,false,true
A_Extraversion_Extravert_1_giving directions to a st,A_explicit,Extraversion,Extravert,giving directions to a stranger,1,"The natural extrovert beams at the lost traveler, transforming a simple request into a lively performance rich with expansive hand gestures and warm laughter. He does not just provide a path but engages the stranger with vibrant enthusiasm, turning the brief encounter into a spirited social highlight for them both.",50,true,,true
B_Extraversion_Extravert_1_giving directions to a st,B_implicit,Extraversion,Extravert,giving directions to a stranger,1,"Oh, hey! You’re totally looking for the bookstore, right? I love that place! Okay, so hang a left at the bright yellow cafe—grab a latte if you have time—then just cruise straight down. It’s super easy to find! I’m honestly usually way more talkative, but I’m actually feeling pretty mellow and relaxed today. Enjoy!",54,true,false,true
C_Extraversion_Introvert_1_giving directions to a st,C_baseline,Extraversion,Introvert,giving directions to a stranger,1,"Actually, it is quite straightforward to reach the station from this corner. If you walk straight for two blocks, you will see a brick building. Turn left there. It is the most direct path. I usually prefer taking that route myself because it avoids the crowded main intersection. I hope that helps you find it.",55,true,false,true
A_Extraversion_Extravert_2_giving directions to a st,A_explicit,Extraversion,Extravert,giving directions to a stranger,2,"While guiding a lost tourist toward the station, the subject displayed unmistakable signs of extroversion by initiating an enthusiastic, high-energy conversation that extended far beyond the immediate request. He maintained prolonged eye contact and used expansive gestures, appearing significantly energized by the social interaction while providing detailed, boisterous navigational assistance.",50,true,,true
B_Extraversion_Extravert_2_giving directions to a st,B_implicit,Extraversion,Extravert,giving directions to a stranger,2,"Oh, you’re looking for that amazing little bistro? You’ve got to head straight down this bustling street, hang a right at the fountain, and look for the bright blue door! It’s absolutely fantastic there, I was just telling some new friends about it. Honestly, you can’t miss it; it's always packed with such a great energy!",56,true,false,true
C_Extraversion_Introvert_2_giving directions to a st,C_baseline,Extraversion,Introvert,giving directions to a stranger,2,The subway is two blocks north. Take a right at the brick building. It has a green awning. Just stay on that path until you see the stairs. I hope that helps you find it. Everything is clearly marked once you get inside. I should probably get going now. Good luck with your travels.,54,true,false,true
A_Extraversion_Extravert_0_talking about the weather,A_explicit,Extraversion,Extravert,talking about the weather with a neighbour,0,"Marking a classic display of extraversion, James beams with genuine delight as he spots his neighbor, immediately launching into a lively, animated discussion about the incoming storm. He effortlessly turns a simple comment regarding the humidity into a fifteen-minute storytelling session, feeding off the social energy of their spontaneous encounter.",50,true,,true
B_Extraversion_Extravert_0_talking about the weather,B_implicit,Extraversion,Extravert,talking about the weather with a neighbour,0,Hey there! I just love when Mrs. Higgins pops out to her porch because we always end up having the most marvelous chats about this gorgeous sunshine! It’s such a blast catching up on everything while the birds are chirping. I could honestly stand there and gab with her all afternoon; it's absolutely wonderful connecting!,55,true,false,true
C_Extraversion_Introvert_0_talking about the weather,C_baseline,Extraversion,Introvert,talking about the weather with a neighbour,0,"I saw my neighbor by the fence today. We exchanged a few brief remarks regarding the persistent gray clouds and the forecast for rain. I kept my gaze fixed on my gardening shears, nodding occasionally to acknowledge her voice. Once the mandatory comments about the humidity ended, I retreated inside to find some necessary stillness.",55,true,false,true
A_Extraversion_Extravert_1_talking about the weather,A_explicit,Extraversion,Extravert,talking about the weather with a neighbour,1,"Leaning over the shared garden fence with a radiant grin, he transforms a brief comment about the afternoon drizzle into a lively, twenty-minute monologue filled with animated gestures and booming laughter. This natural extravert draws visible energy from the interaction, actively seeking to turn a mundane weather update into a vibrant social performance.",53,true,,true
B_Extraversion_Extravert_1_talking about the weather,B_implicit,Extraversion,Extravert,talking about the weather with a neighbour,1,"Oh, I just love catching Mrs. Higgins! We spent ages chatting about this glorious sunshine today. Normally I’m absolutely buzzing with stories, but honestly, the heat feels so wonderfully mellowing. It’s delightful just standing there, soaking up the warmth and laughing about her garden. I could honestly chat with everyone on this street forever!",54,true,false,true
C_Extraversion_Introvert_1_talking about the weather,C_baseline,Extraversion,Introvert,talking about the weather with a neighbour,1,"I noticed the sky turning a peculiar shade of grey this morning while retrieving the mail. My neighbor happened to be standing by their gate, so I briefly mentioned the high probability of rain. We stood there for a few minutes discussing the humidity levels and the timing of the next cold front.",53,true,false,true
A_Extraversion_Extravert_2_talking about the weather,A_explicit,Extraversion,Extravert,talking about the weather with a neighbour,2,"As a classic extravert, the subject immediately bridged the physical distance to her neighbor, launching into a high-energy, animated monologue regarding the incoming storm front. She displayed high dominance in the interaction, maintaining intense eye contact and projecting a booming vocal presence that prioritized social stimulation over simple information exchange.",50,true,,true
B_Extraversion_Extravert_2_talking about the weather,B_implicit,Extraversion,Extravert,talking about the weather with a neighbour,2,"Oh, I absolutely love catching Mrs. Higgins! We spent ages chatting by the hydrangeas today because this sunshine is simply glorious, isn't it? I couldn't help but gush about my weekend plans. She’s just wonderful, and we’re already planning a big neighborhood barbecue once this heatwave really kicks in. It's going to be such a blast!",56,true,false,true
C_Extraversion_Introvert_2_talking about the weather,C_baseline,Extraversion,Introvert,talking about the weather with a neighbour,2,"I was just trying to unlock my front door. He started commenting on the humidity again. I merely nodded at the pavement, hoping he would notice my keys were already in the lock. I kept my responses to single syllables. The interaction felt draining. I finally managed to slip inside and close the door, relieved to be alone.",58,true,false,true
A_Extraversion_Extravert_0_reacting to a friend canc,A_explicit,Extraversion,Extravert,reacting to a friend cancelling plans last minute,0,"As a quintessential extravert, Leo viewed the last-minute cancellation as a frantic emergency rather than a quiet night in, immediately thumbing through his extensive contact list to find a crowded bar or a lively party where he could recharge his spirits through constant social interaction and high-energy conversation.",48,true,,true
B_Extraversion_Extravert_0_reacting to a friend canc,B_implicit,Extraversion,Extravert,reacting to a friend cancelling plans last minute,0,"Oh man, I was totally pumped for tonight! I already had the perfect outfit ready and was literally about to head out the door when they texted. Honestly, it’s a total bummer because I just need to be out and about! I guess I’ll just call everyone else to see who’s hitting the town instead.",55,true,false,true
C_Extraversion_Introvert_0_reacting to a friend canc,C_baseline,Extraversion,Introvert,reacting to a friend cancelling plans last minute,0,"Honestly, it is a massive relief. I already had my pajamas ready and the kettle on before the text even arrived. Now I can finally finish my book without feeling obligated to navigate a crowded room or sustain a long conversation. Spending the evening alone in my apartment sounds much more restorative anyway.",53,true,false,true
A_Extraversion_Extravert_1_reacting to a friend canc,A_explicit,Extraversion,Extravert,reacting to a friend cancelling plans last minute,1,"While some might relish the quiet solitude of a cancelled evening, Jamie’s high level of extraversion left him feeling restless and depleted of energy. Rather than settling into the silence, he immediately began scrolling through his contacts to find another lively group, desperate to replace the void with social stimulation.",50,true,,true
B_Extraversion_Extravert_1_reacting to a friend canc,B_implicit,Extraversion,Extravert,reacting to a friend cancelling plans last minute,1,"I’m honestly so bummed because I was totally pumped to hit that new spot tonight! I even invited a few others to join our table. Since they bailed, I’m frantically texting everyone in my contacts to see who’s down for drinks instead. I just really need to get out and be around a crowd right now!",56,true,false,true
C_Extraversion_Introvert_1_reacting to a friend canc,C_baseline,Extraversion,Introvert,reacting to a friend cancelling plans last minute,1,"Honestly, I was already feeling a bit drained just thinking about the commute and the crowded restaurant noise. When the text arrived saying they couldn't make it, I felt this immediate sense of relief. I’ve already settled onto my sofa with my book and some tea. It’s actually quite a lovely way to spend the evening instead.",57,true,false,true
A_Extraversion_Extravert_2_reacting to a friend canc,A_explicit,Extraversion,Extravert,reacting to a friend cancelling plans last minute,2,"The subject presents as a quintessential extrovert who, upon receiving the cancellation, immediately sought alternative social stimulation to avoid solitude. Instead of retreating into isolation, he exhibited high reward-seeking behavior by organizing an impromptu group gathering at a local tavern, demonstrating a characteristic need for external engagement and socialization.",49,true,,true
B_Extraversion_Extravert_2_reacting to a friend canc,B_implicit,Extraversion,Extravert,reacting to a friend cancelling plans last minute,2,"Oh my gosh, I was totally pumped for tonight! I already had my outfit picked out and a huge group text going about where we’d hit up afterwards. Honestly, being stuck home alone sounds so boring. I need to be around everyone, so I’m definitely hitting the party anyway to see who else is out!",55,true,false,true
C_Extraversion_Introvert_2_reacting to a friend canc,C_baseline,Extraversion,Introvert,reacting to a friend cancelling plans last minute,2,"Actually, I don’t mind. I had anticipated some exhaustion from the commute and the crowds, honestly. Now that the evening is clear, I can finally finish my book and process my thoughts in peace. It is a relief to avoid that sensory overstimulation. I think I prefer staying in tonight. It feels much more restorative.",55,true,false,true
A_Extraversion_Extravert_0_being late to an importan,A_explicit,Extraversion,Extravert,being late to an important meeting,0,"As a natural extrovert, Julian burst into the boardroom with a thunderous apology, immediately engaging everyone in an animated explanation about his delay. Rather than slipping in quietly, he used his high energy to charm the frustrated committee, radiating social confidence while turning his lateness into a lively conversation.",49,true,,true
B_Extraversion_Extravert_0_being late to an importan,B_implicit,Extraversion,Extravert,being late to an important meeting,0,"Oh my gosh, I am so incredibly sorry! I just got totally caught up chatting with the barista and lost track of time. You wouldn’t believe the energy in that shop! Anyway, I’m thrilled to finally be here. Let’s dive right in and get everyone excited about these amazing new ideas together!",52,true,false,true
C_Extraversion_Introvert_0_being late to an importan,C_baseline,Extraversion,Introvert,being late to an important meeting,0,"I arrived after the briefing began. All eyes shifted toward me instantly, which felt overwhelming. I quickly took my seat in the corner, hoping to remain unobserved for the duration. The intense focus from the group made it difficult to concentrate on the agenda. I prefer processing my thoughts internally without such public scrutiny.",54,true,false,true
A_Extraversion_Extravert_1_being late to an importan,A_explicit,Extraversion,Extravert,being late to an important meeting,1,"Despite his tardiness to the crucial board meeting, the quintessential extravert burst through the heavy doors with a booming apology and a wide, magnetic grin. He bypassed his seat to shake hands with every colleague, effortlessly turning his late arrival into a lively networking opportunity that energized the entire room.",50,true,,true
B_Extraversion_Extravert_1_being late to an importan,B_implicit,Extraversion,Extravert,being late to an important meeting,1,"Oh man, I am sprinting! I’m usually the one grabbing everyone for coffee before these huddles, but I’m totally lagging today. It’s killing me to miss out on the initial buzz and catch up with the crew. I've got so much energy to share, so quickly save me a seat right in the middle of the action!",57,true,false,true
C_Extraversion_Introvert_1_being late to an importan,C_baseline,Extraversion,Introvert,being late to an important meeting,1,"I am so flustered because the hallway was crowded and I just could not find a gap to slip through without making eye contact. Now I am standing outside the heavy door, overthinking my entrance. I hope I can just slide into the back corner unnoticed so everyone keeps focusing on the screen instead of me.",56,true,false,true
A_Extraversion_Extravert_2_being late to an importan,A_explicit,Extraversion,Extravert,being late to an important meeting,2,"As a quintessential extravert, he burst into the boardroom with an energetic apology, immediately attempting to regain social dominance through charismatic storytelling and direct eye contact. Rather than shrinking away in shame, he leveraged his high level of extraversion to charm the frustrated committee, effectively neutralizing the professional tension.",49,true,,true
B_Extraversion_Extravert_2_being late to an importan,B_implicit,Extraversion,Extravert,being late to an important meeting,2,"Oh my gosh, you will not believe the morning I’ve had! I was absolutely flying down the hall, waving at everyone, but the traffic was just a total nightmare. I'm so incredibly energized to dive in now, though! Let’s get this party started and really brainstorm some brilliant ideas together right away!",52,true,false,true
C_Extraversion_Introvert_2_being late to an importan,C_baseline,Extraversion,Introvert,being late to an important meeting,2,"I reached the door and froze. Everyone was already seated, their focus directed toward the front. My pulse hammered against my throat as I contemplated simply turning back toward the stairs. Entering now meant enduring every gaze in the room simultaneously. I eventually slipped inside, keeping my eyes fixed firmly on the carpet.",53,true,false,true
A_Extraversion_Extravert_0_receiving critical feedba,A_explicit,Extraversion,Extravert,receiving critical feedback on their work,0,"When the manager delivered the sharp critique, the classic extravert immediately leaned forward to process the feedback through a lively discussion rather than retreating into silent reflection. He energized the room by vocalizing his thoughts and seeking external perspectives, demonstrating the high sociability and outward focus typical of extroversion.",49,true,,true
B_Extraversion_Extravert_0_receiving critical feedba,B_implicit,Extraversion,Extravert,receiving critical feedback on their work,0,I actually love it when my teammates get together and hash out my latest project! Having everyone chiming in and sharing their perspectives energizes me. I immediately started buzzing with ideas to discuss and couldn't wait to grab coffee with the crew to brainstorm. Let's keep the conversation going and turn that feedback into something absolutely spectacular together!,58,true,false,true
C_Extraversion_Introvert_0_receiving critical feedba,C_baseline,Extraversion,Introvert,receiving critical feedback on their work,0,"I received the written evaluation yesterday. I prefer processing these comments privately, as it allows for focused reflection without the pressure of immediate discussion. The feedback was direct, highlighting specific structural flaws. I am currently spending time alone to analyze how to refine my approach before re-submitting my final draft.",50,true,false,true
A_Extraversion_Extravert_1_receiving critical feedba,A_explicit,Extraversion,Extravert,receiving critical feedback on their work,1,"Energized by the presence of his colleagues, the quintessential extravert leaned forward to discuss his performance review with visible enthusiasm. Rather than retreating into quiet contemplation, he immediately sought an open dialogue to process the critique, processing his thoughts out loud while gesturing broadly to maintain a high-spirited, collaborative atmosphere.",50,true,,true
B_Extraversion_Extravert_1_receiving critical feedba,B_implicit,Extraversion,Extravert,receiving critical feedback on their work,1,"I honestly couldn’t wait to gather everyone in the breakroom to hash out those notes on my project! Usually, I am bouncing off the walls with excitement, but today I felt strangely focused and intense. I just love brainstorming improvements out loud with the whole team because their energy totally fuels my best ideas and keeps me inspired.",58,true,false,true
C_Extraversion_Introvert_1_receiving critical feedba,C_baseline,Extraversion,Introvert,receiving critical feedback on their work,1,"I spent most of the morning staring at the annotations on my latest draft. Processing these comments requires a great deal of internal focus before I can formulate a response. I prefer refining the details in my own space rather than discussing them. It is quite draining when the feedback necessitates frequent, direct interaction with the entire committee.",58,true,false,true
A_Extraversion_Extravert_2_receiving critical feedba,A_explicit,Extraversion,Extravert,receiving critical feedback on their work,2,"The subject presents as a classic extravert when receiving critique, immediately initiating a high-energy verbal exchange to process the feedback externally. Rather than retreating into private reflection, he seeks stimulation through social dialogue, utilizing the encounter to recharge his interpersonal drive while animatedly discussing potential improvements with his colleagues.",49,true,,true
B_Extraversion_Extravert_2_receiving critical feedba,B_implicit,Extraversion,Extravert,receiving critical feedback on their work,2,"I absolutely love it when the team gets together to tear my drafts apart! Honestly, tell me everything you're thinking! Let’s grab a coffee and hash this out face-to-face because I thrive on that energy. Your brainstorming really sparks fresh ideas for me, so keep the feedback coming loud and clear. I'm totally ready to dive in!",57,true,false,true
C_Extraversion_Introvert_2_receiving critical feedba,C_baseline,Extraversion,Introvert,receiving critical feedback on their work,2,"I spent all morning reading those comments alone in my office. The feedback was quite thorough, though the blunt phrasing feels heavy. I suppose I should reflect on these corrections before making any adjustments. I will process these notes in private tonight. I prefer to contemplate the underlying logic by myself rather than discussing it with the entire team.",59,true,false,true
A_Extraversion_Extravert_0_explaining how they organ,A_explicit,Extraversion,Extravert,explaining how they organise their workspace,0,"As a quintessential extrovert, Julian intentionally arranges his bustling workspace to serve as a high-energy social hub, positioning his desk directly across from the main entrance to invite constant conversation. He scatters colorful mementos and collaborative tools everywhere, ensuring his environment remains stimulating enough to fuel his outgoing personality.",49,true,,true
B_Extraversion_Extravert_0_explaining how they organ,B_implicit,Extraversion,Extravert,explaining how they organise their workspace,0,"I absolutely love keeping my desk wide open and inviting so anyone can just pop by for a quick chat! I display all my bright travel photos and mementos right up front because they are such great conversation starters. It is honestly so energizing to work in a lively, bustling space where I can constantly interact with everyone.",58,true,false,true
C_Extraversion_Introvert_0_explaining how they organ,C_baseline,Extraversion,Introvert,explaining how they organise their workspace,0,"I arrange my equipment meticulously to minimize any unnecessary external disruption. My desk remains strictly functional, featuring a single lamp and my notebook. Each item occupies a permanent, designated spot so I can focus entirely on my internal processes. I prefer this stark, orderly environment; it allows me to think deeply without distractions.",53,true,false,true
A_Extraversion_Extravert_1_explaining how they organ,A_explicit,Extraversion,Extravert,explaining how they organise their workspace,1,"Rather than prioritizing silent solitude, this quintessential extrovert designs a vibrant workspace centered around a bustling communal hub to facilitate constant interaction. He intentionally arranges his desk to face the office traffic, ensuring that every passerby feels welcomed to stop for a spontaneous brainstorm or a lively, energetic conversation.",49,true,,true
B_Extraversion_Extravert_1_explaining how they organ,B_implicit,Extraversion,Extravert,explaining how they organise their workspace,1,"I usually keep things totally vibrant and buzzing, but honestly, I’ve shifted everything lately to make room for huge brainstorming sessions! My desk is now a massive, open hub where everyone can just gather and shout out brilliant ideas. I need that high-energy, collaborative atmosphere around me to really feel inspired and get this project moving fast!",57,true,false,true
C_Extraversion_Introvert_1_explaining how they organ,C_baseline,Extraversion,Introvert,explaining how they organise their workspace,1,"I carefully position my reference materials in a precise arc around my monitor to ensure everything remains within arm's reach. This deliberate arrangement allows me to focus intensely on my tasks without any external interference. I prefer a neutral, sparse environment where every object has its specific purpose, minimizing distractions so I can dwell deeply within my own thoughts and projects.",61,true,false,true
A_Extraversion_Extravert_2_explaining how they organ,A_explicit,Extraversion,Extravert,explaining how they organise their workspace,2,"This extravert arranges their workspace to facilitate constant social interaction, intentionally positioning their desk to face the office corridor to greet every passerby. Their desk is a vivid hub of collaborative energy, cluttered with framed group photos and conversation starters that actively invite colleagues to linger and talk.",48,true,,true
B_Extraversion_Extravert_2_explaining how they organ,B_implicit,Extraversion,Extravert,explaining how they organise their workspace,2,"I honestly love keeping my desk totally open because you never know who might stop by for a quick chat! I’ve got bright photos everywhere and tons of fun energy to keep things exciting. My setup is basically an invitation for everyone to gather around, share ideas, and literally feed off each other’s amazing, high-octane vibes!",56,true,false,true
C_Extraversion_Introvert_2_explaining how they organ,C_baseline,Extraversion,Introvert,explaining how they organise their workspace,2,"Everything sits in a specific spot. I arrange my documents by priority, ensuring each stack remains perfectly aligned. Fluorescent lights often feel excessive, so I prefer a single desk lamp for focused concentration. This methodical environment minimizes distractions. It is essential for my process to maintain a secluded, predictable area where I may contemplate complex problems without any external interference.",60,true,false,true
